nodeKey,kpikey,type,average,floating Range,Strvalue,agentId,average,arisingTime
CounterSystem_Test4,Application_P_Transcation_Amount,1,60.05272651,,,AAAATest,11784,2018/6/19 18:10
CounterSystem_Test4,Application_P_Transcation_Amount,1,43.0198662,,,AAAATest,11920,2018/6/19 18:11
CounterSystem_Test4,Application_P_Transcation_Amount,1,39.77664416,,,AAAATest,11669,2018/6/19 18:12
CounterSystem_Test4,Application_P_Transcation_Amount,1,36.3665718,,,AAAATest,11332,2018/6/19 18:13
CounterSystem_Test4,Application_P_Transcation_Amount,1,31.31937329,,,AAAATest,10857,2018/6/19 18:14
CounterSystem_Test4,Application_P_Transcation_Amount,1,36.55,,,AAAATest,10862,2018/6/19 18:15
CounterSystem_Test4,Application_P_Transcation_Amount,1,33.8584381,,,AAAATest,11145,2018/6/19 18:16
CounterSystem_Test4,Application_P_Transcation_Amount,1,31.83455867,,,AAAATest,10646,2018/6/19 18:17
CounterSystem_Test4,Application_P_Transcation_Amount,1,28.80547884,,,AAAATest,14263,2018/6/19 18:18
CounterSystem_Test4,Application_P_Transcation_Amount,1,30.68423668,,,AAAATest,14595,2018/6/19 18:19
CounterSystem_Test4,Application_P_Transcation_Amount,1,33.12989717,,,AAAATest,10810,2018/6/19 18:20
CounterSystem_Test4,Application_P_Transcation_Amount,1,37.77,,,AAAATest,10284,2018/6/19 18:21
CounterSystem_Test4,Application_P_Transcation_Amount,1,41.01200631,,,AAAATest,10573,2018/6/19 18:22
CounterSystem_Test4,Application_P_Transcation_Amount,1,46.4330454,,,AAAATest,10140,2018/6/19 18:23
CounterSystem_Test4,Application_P_Transcation_Amount,1,45.52243376,,,AAAATest,10038,2018/6/19 18:24
CounterSystem_Test4,Application_P_Transcation_Amount,1,50.0857667,,,AAAATest,9888,2018/6/19 18:25
CounterSystem_Test4,Application_P_Transcation_Amount,1,51.81687475,,,AAAATest,10556,2018/6/19 18:26
CounterSystem_Test4,Application_P_Transcation_Amount,1,44.55512995,,,AAAATest,10478,2018/6/19 18:27
CounterSystem_Test4,Application_P_Transcation_Amount,1,46.13463385,,,AAAATest,10899,2018/6/19 18:28
CounterSystem_Test4,Application_P_Transcation_Amount,1,44.74853541,,,AAAATest,10474,2018/6/19 18:29
CounterSystem_Test4,Application_P_Transcation_Amount,1,42.01835891,,,AAAATest,10727,2018/6/19 18:30
CounterSystem_Test4,Application_P_Transcation_Amount,1,43.0187704,,,AAAATest,10407,2018/6/19 18:31
CounterSystem_Test4,Application_P_Transcation_Amount,1,49.04052032,,,AAAATest,10061,2018/6/19 18:32
CounterSystem_Test4,Application_P_Transcation_Amount,1,72.01863242,,,AAAATest,10015,2018/6/19 18:33
CounterSystem_Test4,Application_P_Transcation_Amount,1,58.74115543,,,AAAATest,10200,2018/6/19 18:34
CounterSystem_Test4,Application_P_Transcation_Amount,1,63.40614256,,,AAAATest,10400,2018/6/19 18:35
CounterSystem_Test4,Application_P_Transcation_Amount,1,70.53247279,,,AAAATest,10020,2018/6/19 18:36
CounterSystem_Test4,Application_P_Transcation_Amount,1,68.47063728,,,AAAATest,10473,2018/6/19 18:37
CounterSystem_Test4,Application_P_Transcation_Amount,1,75.36,,,AAAATest,10420,2018/6/19 18:38
CounterSystem_Test4,Application_P_Transcation_Amount,1,80.23,,,AAAATest,10212,2018/6/19 18:39
CounterSystem_Test4,Application_P_Transcation_Amount,1,87.38529131,,,AAAATest,9742,2018/6/19 18:40
CounterSystem_Test4,Application_P_Transcation_Amount,1,92.56,,,AAAATest,9880,2018/6/19 18:41
CounterSystem_Test4,Application_P_Transcation_Amount,1,95.65,,,AAAATest,9911,2018/6/19 18:42
CounterSystem_Test4,Application_P_Transcation_Amount,1,97.19790872,,,AAAATest,10044,2018/6/19 18:43
CounterSystem_Test4,Application_P_Transcation_Amount,1,98.49233923,,,AAAATest,10036,2018/6/19 18:44
CounterSystem_Test4,Application_P_Transcation_Amount,1,95.65,,,AAAATest,10298,2018/6/19 18:45
CounterSystem_Test4,Application_P_Transcation_Amount,1,90.01655542,,,AAAATest,10926,2018/6/19 18:46
CounterSystem_Test4,Application_P_Transcation_Amount,1,77.14823641,,,AAAATest,10599,2018/6/19 18:47
CounterSystem_Test4,Application_P_Transcation_Amount,1,87.57361923,,,AAAATest,10760,2018/6/19 18:48
CounterSystem_Test4,Application_P_Transcation_Amount,1,83.17957706,,,AAAATest,10359,2018/6/19 18:49
CounterSystem_Test4,Application_P_Transcation_Amount,1,85.60761491,,,AAAATest,10570,2018/6/19 18:50
CounterSystem_Test4,Application_P_Transcation_Amount,1,60.88846836,,,AAAATest,12025,2018/6/19 18:51
CounterSystem_Test4,Application_P_Transcation_Amount,1,73.99030166,,,AAAATest,11959,2018/6/19 18:52
CounterSystem_Test4,Application_P_Transcation_Amount,1,62.26819908,,,AAAATest,13000,2018/6/19 18:53
CounterSystem_Test4,Application_P_Transcation_Amount,1,71.99961834,,,AAAATest,13688,2018/6/19 18:54
CounterSystem_Test4,Application_P_Transcation_Amount,1,79.725843,,,AAAATest,16220,2018/6/19 18:55
CounterSystem_Test4,Application_P_Transcation_Amount,1,80.7209479,,,AAAATest,20084,2018/6/19 18:56
CounterSystem_Test4,Application_P_Transcation_Amount,1,63.73819303,,,AAAATest,23708,2018/6/19 18:57
CounterSystem_Test4,Application_P_Transcation_Amount,1,60.63868006,,,AAAATest,34158,2018/6/19 18:58
CounterSystem_Test4,Application_P_Transcation_Amount,1,72.64789008,,,AAAATest,44604,2018/6/19 18:59
CounterSystem_Test4,Application_P_Transcation_Amount,1,82.18176659,,,AAAATest,48634,2018/6/19 19:00
CounterSystem_Test4,Application_P_Transcation_Amount,1,75.38881137,,,AAAATest,51105,2018/6/19 19:01
CounterSystem_Test4,Application_P_Transcation_Amount,1,86.32657335,,,AAAATest,57829,2018/6/19 19:02
CounterSystem_Test4,Application_P_Transcation_Amount,1,66.05272651,,,AAAATest,56727,2018/6/19 19:03
CounterSystem_Test4,Application_P_Transcation_Amount,1,69.54172461,,,AAAATest,59394,2018/6/19 19:04
CounterSystem_Test4,Application_P_Transcation_Amount,1,63.53523379,,,AAAATest,59957,2018/6/19 19:05
CounterSystem_Test4,Application_P_Transcation_Amount,1,65.09564558,,,AAAATest,60357,2018/6/19 19:06
CounterSystem_Test4,Application_P_Transcation_Amount,1,66.03565999,,,AAAATest,61093,2018/6/19 19:07
CounterSystem_Test4,Application_P_Transcation_Amount,1,81.59274011,,,AAAATest,61355,2018/6/19 19:08
CounterSystem_Test4,Application_P_Transcation_Amount,1,70.73012142,,,AAAATest,62842,2018/6/19 19:09
CounterSystem_Test4,Application_P_Transcation_Amount,1,66.44179228,,,AAAATest,63318,2018/6/19 19:10
CounterSystem_Test4,Application_P_Transcation_Amount,1,75.89115215,,,AAAATest,61973,2018/6/19 19:11
CounterSystem_Test4,Application_P_Transcation_Amount,1,67.20041755,,,AAAATest,63180,2018/6/19 19:12
CounterSystem_Test4,Application_P_Transcation_Amount,1,79.88,,,AAAATest,62235,2018/6/19 19:13
CounterSystem_Test4,Application_P_Transcation_Amount,1,38.25915269,,,AAAATest,61342,2018/6/19 19:14
CounterSystem_Test4,Application_P_Transcation_Amount,1,47.309,,,AAAATest,63096,2018/6/19 19:15
CounterSystem_Test4,Application_P_Transcation_Amount,1,36.71070181,,,AAAATest,64805,2018/6/19 19:16
CounterSystem_Test4,Application_P_Transcation_Amount,1,28.85561006,,,AAAATest,68038,2018/6/19 19:17
CounterSystem_Test4,Application_P_Transcation_Amount,1,36.96528788,,,AAAATest,81466,2018/6/19 19:18
CounterSystem_Test4,Application_P_Transcation_Amount,1,31.92037995,,,AAAATest,76404,2018/6/19 19:19
CounterSystem_Test4,Application_P_Transcation_Amount,1,34.63187497,,,AAAATest,76321,2018/6/19 19:20
CounterSystem_Test4,Application_P_Transcation_Amount,1,32.25836858,,,AAAATest,76324,2018/6/19 19:21
CounterSystem_Test4,Application_P_Transcation_Amount,1,36.9689132,,,AAAATest,75758,2018/6/19 19:22
